ID,Kerne_A,Cyto_A,K/C,Kerne_Ycol,Cyto_Ycol,KerneShort,KerneLong,KerneElong,KerneRund,CytoShort,CytoLong,CytoElong,CytoRund,KernePeri,CytoPeri,KernePos,KerneMax,KerneMin,CytoMax,CytoMin,Class
148494967-148494986-001.BMP,6762,43745.375,0.133881438,127.1045064,173.9326149,93.19112255,103.754518,0.898188574,0.79978131,209.7427699,331.8207347,0.632096635,0.505865686,322,862.75,0.011505825,193,160,1523,1529,4
148495491-148495504-001.BMP,4535.125,27543.875,0.14137364,89.20181256,154.7808932,60.3971557,102.2399139,0.590739501,0.552406055,171.0418231,347.3010222,0.492488683,0.290752217,255.25,942.375,0.171557455,128,92,518,478,4
148495553-148495585-001.BMP,4582,33892.75,0.119091092,98.52570553,165.5095583,67.59860031,85.47514259,0.79085683,0.798519517,198.032877,311.7563151,0.63521689,0.444003515,240,885.25,0.189146629,141,110,817,779,4
148495842-148495854-001.BMP,3090.875,6166.125,0.333895971,90.4785575,146.3262111,60.44714138,76.84399781,0.786621507,0.666456271,119.8292683,123,0.974221693,0.518934113,257.375,433.125,0.469503359,95,60,172,158,4
148495842-148495863-001.BMP,5709.125,11597.75,0.329876133,91.703125,131.8840693,77.89976317,96.02083107,0.811279827,0.788403874,97.04535022,272.8002933,0.355737705,0.198423998,276.25,703.5,0.226679568,146,94,305,277,4
148495885-148495896-001.BMP,3523.5,17710,0.165940613,77.71762027,128.7675682,66.88353687,70.40596566,0.94996974,0.90503521,149.6550639,209.9761891,0.712723974,0.511432804,211.375,573.625,0.326338649,103,80,362,387,4
148497551-148497588-001.BMP,2624.625,4732.75,0.35673389,86.20382409,139.304948,59.31176142,56.88585061,1.042645241,1.032687373,102.9090858,97.4063653,1.056492412,0.635110082,184.25,316.125,0.292126237,86,61,110,124,4
148497551-148497625-001.BMP,3939.75,15776.5,0.199822482,85.22855688,147.3824651,57.12649408,96.26006441,0.593459961,0.541360403,151.5149279,198.7988934,0.762151767,0.508268103,239.5,589.5,0.215311311,129,103,402,369,4
148497676-148497704-001.BMP,2275.375,7535.75,0.231917848,78.73842082,149.1278466,44.14269242,66.76076692,0.66120709,0.650010642,117.6212921,126.2101422,0.931948019,0.602348854,195.625,368.75,0.281931697,98,73,192,210,4
148497676-148497718-001.BMP,3510.125,13380.25,0.207818062,95.9997142,143.4517314,76.04605122,64.77653896,1.173975215,1.065116768,151.8388109,179.4798039,0.845993853,0.528862988,217.125,559.375,0.133863654,108,91,349,326,4
148497788-148497816-001.BMP,1710.875,2612.875,0.395692397,95.51760563,137.8966847,37.31526778,59.8414572,0.623568836,0.60830877,63.8399575,91.1811384,0.700144335,0.400146232,159,239.125,0.16628812,58,38,91,92,4
148497788-148497816-002.BMP,2224.625,14991.625,0.129216583,111.6787004,167.320428,52.99571653,59.36328832,0.892735528,0.803768593,98.33569317,255.0548961,0.385547169,0.293421207,178.25,577.75,0.570578358,81,47,411,439,4
148497788-148497836-001.BMP,3014.75,18596.375,0.13949991,119.5502329,166.8107424,62.69591433,65.29931087,0.960131332,0.900210816,124.8933207,252.1031535,0.495405627,0.372547675,197.5,620.625,0.222715454,92,55,550,561,4
148497788-148497836-002.BMP,2900.125,8722.125,0.249532147,109.7654791,157.8643678,57.40753001,67.18630813,0.854452814,0.81802256,107.4547305,159.8905876,0.672051633,0.434396811,199.5,421.625,0.361940547,85,57,221,261,4
148498683-148498703-001.BMP,3649.5,20662.625,0.150110285,81.6624519,129.0282626,62.89469549,81.83520025,0.768553084,0.693846158,166.6009781,236.1630792,0.705448873,0.471706224,233,727.75,0.359452483,127,96,621,631,4
148498683-148498716-001.BMP,4087.5,29802,0.120612579,85.07652686,141.0927748,63.03132114,82.8794305,0.760518271,0.757660014,203.1326737,271.3300573,0.748655257,0.51541816,227.125,724.125,0.21804091,129,99,782,772,4
148499274-148499302-001.BMP,2537.875,13461.375,0.158624623,77.67180704,131.1713456,52.84067341,67.9779376,0.777320926,0.699269165,97.7335268,237.0527367,0.412286009,0.305006851,202,584.375,0.189073091,87,78,254,309,4
148499383-148499424-002.BMP,2449.25,10062.875,0.195750122,81.19262295,141.9724853,47.4591768,67.46851117,0.703427065,0.685079516,120.9367445,151.5585695,0.797953853,0.557790613,194.25,434.5,0.129545881,91,68,193,217,4
148499383-148499452-001.BMP,2041.375,7019.25,0.225301787,74.05653884,153.3367157,45.60085837,63.13477647,0.722277973,0.652072096,105.9395418,120.5404496,0.878871301,0.615085112,169.875,388.125,0.330628959,74,58,170,180,4
148499383-148499452-002.BMP,1881.25,4900.75,0.277388676,68.78430326,120.9032787,38.57978745,63.2455532,0.61,0.598820473,83.0765069,110.1635148,0.754119974,0.514158594,160.5,304.125,0.197781096,90,64,102,133,4
148499383-148499474-001.BMP,2444.375,4627,0.345671811,80.32402464,118.1330724,36.1530773,84.72307832,0.426720535,0.433585248,60.28946156,146.2942241,0.412111018,0.275267703,210,361.25,0.212061775,94,102,154,119,4
148499815-148500094-001.BMP,2290.5,17198.625,0.117527082,70.88562664,139.2425832,36.21681611,97.16480844,0.372735939,0.308903207,98.96246548,306.8436084,0.322517604,0.232578563,237.125,832.25,0.531880568,89,85,350,359,4
148500154-148500165-001.BMP,3745.25,18951.5,0.165012612,81.5200857,144.4711355,64.54686348,84.40379138,0.764738911,0.669371197,145.7923437,246.6110298,0.591183386,0.396760762,238.625,610,0.230989376,152,146,420,448,4
148503071-148503092-001.BMP,5100.75,25459.375,0.166908676,104.5053066,171.1134236,64.66708591,100.623059,0.642666667,0.641429788,166.9636974,270.0407377,0.618290776,0.444528168,282.125,756.125,0.589121472,136,100,740,805,4
148503071-148503092-002.BMP,7120.5,29983.875,0.191904594,109.1955236,163.550391,80.40661826,127.6636205,0.629831881,0.556270842,165.0217847,335.2163481,0.492284418,0.339740637,327,925.25,0.305941113,196,149,793,819,4
148503209-148503222-001.BMP,4869.5,11817.375,0.291816173,108.400453,158.1655208,72.44902535,88.60022573,0.817707006,0.789814008,130.099902,234.8041737,0.55407832,0.272910039,265.625,615.375,0.269374211,127,116,244,278,4
148503209-148503222-003.BMP,3823.75,4449.125,0.462203285,91.10551181,133.3379326,69.81804189,81.84130986,0.853090475,0.726866185,97.14691723,121.7949096,0.797627073,0.381879594,266,338.375,0.361801,138,113,87,126,4
148503209-148503231-001.BMP,4568.875,7945.625,0.3650865,95.54543459,117.3194638,65.27283553,95.41488354,0.684094903,0.638979825,94.86431805,208.1393764,0.455773048,0.233523013,275.25,520.5,0.31997141,191,141,200,212,4
148503400-148503415-003.BMP,4152.375,7550.125,0.354828028,130.4690672,159.5286133,58.94286057,110.0727032,0.535490261,0.4363625,96.96657004,188.827964,0.513518062,0.269607295,275.75,507.25,0.237141135,120,76,197,237,4
148503400-148503424-001.BMP,3305,19863.375,0.142651351,98.63547995,156.6073861,58.17507023,93.40770846,0.622808023,0.482298762,175.5227438,232.2434068,0.755770621,0.468895833,272.875,748.25,0.347050582,108,66,566,540,4
148503400-148503432-001.BMP,6004.625,14019.875,0.299863917,129.1365609,159.4266705,80.9109207,100.9752445,0.801294625,0.749835818,132.3889758,218.9155088,0.604749186,0.372478492,310.625,539.625,0.355500255,128,97,318,379,4
148503568-148503580-001.BMP,7560,15187.75,0.332340561,89.1625348,132.5139687,87.41931549,117.3882447,0.744702467,0.698526194,130.8165139,314.6315305,0.415776873,0.195343549,360.5,726.5,0.062829036,210,180,315,336,4
148503568-148503580-002.BMP,4370.125,9114,0.324094074,94.22176309,119.433337,63.85079299,92.76313923,0.688320744,0.646625911,125.343894,164.2680736,0.763044767,0.430043923,309,455.875,0.271086708,127,104,217,216,4
148503568-148503580-003.BMP,3718.75,11049.5,0.251807086,94.76537217,130.8193449,65.0150339,79.12016178,0.82172524,0.756367341,116.6419995,177.8004499,0.656027584,0.44502769,235.75,467,0.130738618,95,69,248,259,4
148503568-148503598-001.BMP,6257.875,6197.625,0.50241861,100.6796412,131.1032917,87.22395811,94.64142856,0.921625544,0.889558325,106.7438158,160.3277892,0.665784867,0.306985459,291.5,438.75,0.437260044,137,105,138,129,4
148503664-148503675-001.BMP,5212.375,8296.5,0.385848192,122.7701923,157.2964891,74.22630748,93.86160024,0.790805902,0.753303289,109.1726691,201.2958022,0.542349457,0.26069674,268.375,532.625,0.273783672,132,91,247,257,4
148503664-148503675-002.BMP,5786.125,21727.375,0.210301307,116.3846421,166.1105989,87.84062432,105.4751155,0.832808989,0.662213318,169.3690573,296.4000675,0.571420441,0.314891387,360.875,773.75,0.22345963,124,92,569,653,4
148503664-148503685-001.BMP,2220.5,10709.875,0.171727425,101.5861601,142.7162782,43.24750864,71.21797526,0.607255521,0.55741885,130.4292635,158.3540337,0.823656086,0.543796314,189,434.75,0.305604485,69,43,240,303,4
148503664-148503685-002.BMP,3146.625,13655.375,0.187276812,113.6690051,155.2582966,64.35892319,66.61080993,0.966193374,0.902954109,120.7991404,210.8293148,0.57297127,0.391157584,218.25,544.625,0.237649521,119,66,407,445,4
148503900-148503914-001.BMP,3743.875,5980,0.385018833,108.7493976,171.1461694,65.31180098,79.75587753,0.8188964,0.749386842,110.6212335,154.6900126,0.71511555,0.318190166,223.125,477.75,0.461365608,85,78,129,156,4
148710162-148710195-001.BMP,5875.125,21336.75,0.215902984,114.9167662,151.8888732,73.82364397,102.8396811,0.71785174,0.707303468,173.730832,313.6000638,0.55398851,0.276239706,287.625,803.125,0.175127138,135,104,561,567,4
148710162-148710195-002.BMP,2048.25,8314.875,0.19764791,93.63970588,147.3322876,46.37481483,64.77653896,0.715919924,0.62152357,107.2953637,148.1890684,0.724043716,0.482095977,189.125,401.375,0.177240719,67,41,177,195,4
148714237-148714247-001.BMP,4038.5,24107,0.143486525,86.56529295,146.9896543,62.22539674,84.85281374,0.733333333,0.714163597,147.9923834,260.2498799,0.568654954,0.45318154,227,652,0.122273076,131,79,470,472,4
148714902-148714917-001.BMP,5004.25,20716.125,0.194563649,106.5076122,145.2209702,80.1948281,80.65358021,0.994312068,0.97949408,134.545458,251.5432368,0.534880046,0.416863002,256.5,641.875,0.165291485,203,154,701,744,4
148718455-148718461-001.BMP,8857.375,18478.5,0.324020175,100.6159674,153.2625895,104.8922421,112.4010676,0.933196137,0.892635754,150.7886751,281.8315099,0.535031286,0.296208651,335.75,759.75,0.393009146,200,157,544,574,4
148719308-148719348-002.BMP,2054.375,4773.125,0.300897107,78.99266862,149.8233312,52.99094248,51.97114584,1.019622362,0.968423358,91.77688861,105.0809212,0.873392501,0.550383219,159.75,333.375,0.172848247,85,40,113,112,4
148719308-148719348-004.BMP,2529.875,3865.5,0.395578836,81.51606505,132.1118918,47.66614543,68.47627326,0.696097249,0.686956045,71.62260717,120.7021127,0.593383211,0.337820541,181,338.875,0.280336262,89,47,101,117,4
148719308-148719348-005.BMP,4976.75,7823.5,0.388801,86.52679291,131.3305541,79.11604918,92.35799911,0.856623681,0.742859895,124.8733957,167.7378908,0.744455502,0.354037162,269.75,466.75,0.317709878,129,97,170,187,4
148719308-148719357-001.BMP,2780.25,6897.25,0.287290106,71.31227437,115.1179808,49.9260494,73.34848328,0.680669145,0.657978484,81.99236937,160.1124605,0.51209237,0.342559348,192.5,407.25,0.154540892,127,68,158,206,4
148719308-148719357-002.BMP,2377.25,8413.875,0.220296772,65.36540084,106.0481526,33.57871547,90.35485598,0.371631553,0.370750699,85.11778781,182.5705343,0.466218649,0.321399207,204.5,431.5,0.181194173,112,86,210,209,4
148719372-148719378-001.BMP,9242.5,42028.625,0.180267158,96.81094851,156.8011869,84.84946504,143.2654878,0.59225335,0.573345505,234.5943782,382.1020806,0.613957343,0.366519002,361,1263.25,0.184337379,204,136,1018,950,4
148839765-148839773-001.BMP,8255.875,62517.5,0.116652272,119.065534,170.4380745,97.29119966,116.9273279,0.832065535,0.768849219,264.9734387,394.7074866,0.671315969,0.510929517,340,1129.25,0.099298341,187,146,2511,2472,4
148839825-148839835-001.BMP,6809.5,27170.5,0.200397293,98.1656857,141.915168,83.14988255,111.4854251,0.745836351,0.697572184,187.9475068,309.5545186,0.607154784,0.361021822,301.125,761.25,0.325597196,215,183,655,690,4
148841826-148841854-001.BMP,6125.875,30116.125,0.169026958,98.62297496,152.684886,81.42239596,104.7377678,0.77739289,0.711003309,191.309658,271.6799588,0.704172876,0.519510111,315.125,719.5,0.324755226,164,138,668,715,4
148842055-148842064-001.BMP,7061.375,47300.5,0.129895722,95.87837071,146.1621152,80.98784334,112.0044642,0.723076923,0.716685683,213.7833305,381.07742,0.560997108,0.414714689,314.25,1242.125,0.171148902,205,162,1532,1635,4
148881675-148881704-001.BMP,4544.25,25296.375,0.152284009,79.21972204,134.7548022,60.86600105,93.17188417,0.653265753,0.666503721,147.3968165,309.8031633,0.475775699,0.335580498,248.5,758.125,0.147339245,140,115,712,706,4
148881729-148881744-001.BMP,5427,39530,0.12071535,86.57324958,139.1187931,63.95145709,104.2353107,0.613529683,0.635975243,247.0972756,334.2125072,0.739341797,0.450600362,270.125,959.5,0.10886366,152,129,1020,1015,4
148881870-148881960-001.BMP,2238.75,7585.25,0.22788579,99.55605381,162.3056474,41.69805474,71.61005516,0.582293292,0.555862916,98.71080112,152.8201557,0.645927892,0.41354116,179.5,380,0.151943111,61,25,169,200,4
148881870-148881960-002.BMP,3177.625,7195.875,0.306321396,84.36532997,126.8859894,60.37408865,68.62215386,0.879804629,0.859179828,104.1306852,145.0965196,0.717664941,0.435190833,208.25,400.625,0.269205867,123,102,175,198,4
148881870-148882178-001.BMP,1121.375,3757.375,0.229848834,67.7562724,98.82285256,41.42583735,37.94733192,1.091666667,0.991513191,68.32940884,112.7918437,0.605800975,0.376044524,126.375,315.5,0.273476567,61,42,125,122,4
148881870-148882178-002.BMP,2020.5,2818,0.417588096,69.66699801,96.73819742,45.27562648,58.30951895,0.776470588,0.756641324,79.50501279,82.97590012,0.958169935,0.521131305,169,262.125,0.11124728,79,58,79,81,4
148881870-148882187-001.BMP,2382.125,9006.25,0.209171633,71.50336984,122.4103821,51.67374944,62.8171951,0.82260517,0.768630449,106.3197508,168.5763922,0.630691815,0.403515858,175.375,490.625,0.194687497,106,84,222,191,4
